2026-07-05 15:50:09,350 [INFO] ══════════ DÉMARRAGE DU PIPELINE ══════════
2026-07-05 15:50:09,351 [INFO] Lecture du CSV brut…
2026-07-05 15:50:10,250 [INFO]   101,500 lignes lues
2026-07-05 15:50:11,313 [INFO]   Doublons supprimés : 1,500
2026-07-05 15:50:11,424 [ERROR] {"transaction_id": "TX-2026000073", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 15:50:11,432 [ERROR] {"transaction_id": "TX-2026000080", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 15:50:11,454 [ERROR] {"transaction_id": "TX-2026000107", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 15:50:11,503 [ERROR] {"transaction_id": "TX-2026000131", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 15:50:11,535 [ERROR] {"transaction_id": "TX-2026000145", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 15:50:11,551 [ERROR] {"transaction_id": "TX-2026000150", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 15:50:11,620 [ERROR] {"transaction_id": "TX-2026000203", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 15:50:11,837 [ERROR] {"transaction_id": "TX-2026000451", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 15:50:11,892 [ERROR] {"transaction_id": "TX-2026000508", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 15:50:11,922 [ERROR] {"transaction_id": "TX-2026000541", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 15:50:11,953 [ERROR] {"transaction_id": "TX-2026000573", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 15:50:11,982 [ERROR] {"transaction_id": "TX-2026000604", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 15:50:11,995 [ERROR] {"transaction_id": "TX-2026000614", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 15:50:12,009 [ERROR] {"transaction_id": "TX-2026000618", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 15:50:12,086 [ERROR] {"transaction_id": "TX-2026000701", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 15:50:12,091 [ERROR] {"transaction_id": "TX-2026000705", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 15:50:12,104 [ERROR] {"transaction_id": "TX-2026000721", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 15:50:12,231 [ERROR] {"transaction_id": "TX-2026000871", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 15:50:12,233 [ERROR] {"transaction_id": "TX-2026000872", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 15:50:12,350 [ERROR] {"transaction_id": "TX-2026000988", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 15:50:12,380 [ERROR] {"transaction_id": "TX-2026001013", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 15:50:12,466 [ERROR] {"transaction_id": "TX-2026001057", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 15:50:12,534 [ERROR] {"transaction_id": "TX-2026001073", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 15:50:12,602 [ERROR] {"transaction_id": "TX-2026001108", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 15:50:12,715 [ERROR] {"transaction_id": "TX-2026001246", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 15:50:12,795 [ERROR] {"transaction_id": "TX-2026001337", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 15:50:12,823 [ERROR] {"transaction_id": "TX-2026001375", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 15:50:12,949 [ERROR] {"transaction_id": "TX-2026001497", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 15:50:13,027 [ERROR] {"transaction_id": "TX-2026001560", "reason": "bad_price", "raw_value": "-99.99"}
