2026-07-05 13:51:36,937 [INFO] ══════════ DÉMARRAGE DU PIPELINE ══════════
2026-07-05 13:51:36,938 [INFO] Lecture du CSV brut…
2026-07-05 13:51:37,437 [INFO]   101,500 lignes lues
2026-07-05 13:51:37,790 [INFO]   Doublons supprimés : 1,500
2026-07-05 13:51:37,847 [ERROR] {"transaction_id": "TX-2026000073", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:37,851 [ERROR] {"transaction_id": "TX-2026000080", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:37,859 [ERROR] {"transaction_id": "TX-2026000107", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:37,866 [ERROR] {"transaction_id": "TX-2026000131", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:37,872 [ERROR] {"transaction_id": "TX-2026000145", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:37,874 [ERROR] {"transaction_id": "TX-2026000150", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:37,888 [ERROR] {"transaction_id": "TX-2026000203", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:37,954 [ERROR] {"transaction_id": "TX-2026000451", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:37,970 [ERROR] {"transaction_id": "TX-2026000508", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:37,979 [ERROR] {"transaction_id": "TX-2026000541", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:37,987 [ERROR] {"transaction_id": "TX-2026000573", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:37,998 [ERROR] {"transaction_id": "TX-2026000604", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,002 [ERROR] {"transaction_id": "TX-2026000614", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,004 [ERROR] {"transaction_id": "TX-2026000618", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:38,028 [ERROR] {"transaction_id": "TX-2026000701", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:38,030 [ERROR] {"transaction_id": "TX-2026000705", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:38,035 [ERROR] {"transaction_id": "TX-2026000721", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,077 [ERROR] {"transaction_id": "TX-2026000871", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,078 [ERROR] {"transaction_id": "TX-2026000872", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:38,119 [ERROR] {"transaction_id": "TX-2026000988", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,127 [ERROR] {"transaction_id": "TX-2026001013", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,145 [ERROR] {"transaction_id": "TX-2026001057", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,152 [ERROR] {"transaction_id": "TX-2026001073", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:38,165 [ERROR] {"transaction_id": "TX-2026001108", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:38,213 [ERROR] {"transaction_id": "TX-2026001246", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,246 [ERROR] {"transaction_id": "TX-2026001337", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:38,260 [ERROR] {"transaction_id": "TX-2026001375", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:38,306 [ERROR] {"transaction_id": "TX-2026001497", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:38,325 [ERROR] {"transaction_id": "TX-2026001560", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:38,330 [ERROR] {"transaction_id": "TX-2026001570", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,334 [ERROR] {"transaction_id": "TX-2026001578", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,340 [ERROR] {"transaction_id": "TX-2026001593", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,344 [ERROR] {"transaction_id": "TX-2026001603", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,370 [ERROR] {"transaction_id": "TX-2026001671", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,380 [ERROR] {"transaction_id": "TX-2026001703", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,393 [ERROR] {"transaction_id": "TX-2026001734", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:38,397 [ERROR] {"transaction_id": "TX-2026001742", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,410 [ERROR] {"transaction_id": "TX-2026001775", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:38,411 [ERROR] {"transaction_id": "TX-2026001777", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,420 [ERROR] {"transaction_id": "TX-2026001803", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:38,433 [ERROR] {"transaction_id": "TX-2026001840", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,445 [ERROR] {"transaction_id": "TX-2026001869", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,451 [ERROR] {"transaction_id": "TX-2026001881", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,466 [ERROR] {"transaction_id": "TX-2026001922", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,511 [ERROR] {"transaction_id": "TX-2026002051", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:38,519 [ERROR] {"transaction_id": "TX-2026002074", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:38,543 [ERROR] {"transaction_id": "TX-2026002146", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:38,550 [ERROR] {"transaction_id": "TX-2026002169", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:38,569 [ERROR] {"transaction_id": "TX-2026002230", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:38,571 [ERROR] {"transaction_id": "TX-2026002236", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,605 [ERROR] {"transaction_id": "TX-2026002335", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,636 [ERROR] {"transaction_id": "TX-2026002436", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:38,638 [ERROR] {"transaction_id": "TX-2026002443", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,641 [ERROR] {"transaction_id": "TX-2026002450", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,677 [ERROR] {"transaction_id": "TX-2026002578", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,798 [ERROR] {"transaction_id": "TX-2026003006", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:38,852 [ERROR] {"transaction_id": "TX-2026003203", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,867 [ERROR] {"transaction_id": "TX-2026003254", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:38,881 [ERROR] {"transaction_id": "TX-2026003303", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:38,884 [ERROR] {"transaction_id": "TX-2026003313", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,886 [ERROR] {"transaction_id": "TX-2026003317", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:51:38,901 [ERROR] {"transaction_id": "TX-2026003368", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:51:38,915 [ERROR] {"transaction_id": "TX-2026003413", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
