2026-07-05 13:15:25,443 [INFO] ══════════ DÉMARRAGE DU PIPELINE ══════════
2026-07-05 13:15:25,444 [INFO] Lecture du CSV brut…
2026-07-05 13:15:25,795 [INFO]   101,500 lignes lues
2026-07-05 13:15:26,033 [INFO]   Doublons supprimés : 1,500
2026-07-05 13:15:26,099 [ERROR] {"transaction_id": "TX-2026000073", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:15:26,104 [ERROR] {"transaction_id": "TX-2026000080", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:15:26,120 [ERROR] {"transaction_id": "TX-2026000107", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:15:26,137 [ERROR] {"transaction_id": "TX-2026000131", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:15:26,145 [ERROR] {"transaction_id": "TX-2026000145", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:15:26,148 [ERROR] {"transaction_id": "TX-2026000150", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:15:26,166 [ERROR] {"transaction_id": "TX-2026000203", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:15:26,269 [ERROR] {"transaction_id": "TX-2026000451", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:15:26,293 [ERROR] {"transaction_id": "TX-2026000508", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:15:26,311 [ERROR] {"transaction_id": "TX-2026000541", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:15:26,322 [ERROR] {"transaction_id": "TX-2026000573", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:15:26,330 [ERROR] {"transaction_id": "TX-2026000604", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:15:26,333 [ERROR] {"transaction_id": "TX-2026000614", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:15:26,334 [ERROR] {"transaction_id": "TX-2026000618", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:15:26,356 [ERROR] {"transaction_id": "TX-2026000701", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:15:26,357 [ERROR] {"transaction_id": "TX-2026000705", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:15:26,362 [ERROR] {"transaction_id": "TX-2026000721", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:15:26,408 [ERROR] {"transaction_id": "TX-2026000871", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:15:26,409 [ERROR] {"transaction_id": "TX-2026000872", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:15:26,441 [ERROR] {"transaction_id": "TX-2026000988", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:15:26,448 [ERROR] {"transaction_id": "TX-2026001013", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:15:26,462 [ERROR] {"transaction_id": "TX-2026001057", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:15:26,466 [ERROR] {"transaction_id": "TX-2026001073", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:15:26,475 [ERROR] {"transaction_id": "TX-2026001108", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:15:26,517 [ERROR] {"transaction_id": "TX-2026001246", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 13:15:26,547 [ERROR] {"transaction_id": "TX-2026001337", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:15:26,559 [ERROR] {"transaction_id": "TX-2026001375", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 13:15:26,600 [ERROR] {"transaction_id": "TX-2026001497", "reason": "bad_price", "raw_value": "-99.99"}
