2026-07-05 12:24:43,651 [INFO] ══════════ DÉMARRAGE DU PIPELINE ══════════
2026-07-05 12:24:43,652 [INFO] Lecture du CSV brut…
2026-07-05 12:24:44,428 [INFO]   101,500 lignes lues
2026-07-05 12:24:44,865 [INFO]   Doublons supprimés : 1,500
2026-07-05 12:24:44,932 [ERROR] {"transaction_id": "TX-2026000073", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:44,937 [ERROR] {"transaction_id": "TX-2026000080", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:44,954 [ERROR] {"transaction_id": "TX-2026000107", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:44,967 [ERROR] {"transaction_id": "TX-2026000131", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:44,974 [ERROR] {"transaction_id": "TX-2026000145", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:44,978 [ERROR] {"transaction_id": "TX-2026000150", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:45,016 [ERROR] {"transaction_id": "TX-2026000203", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:45,156 [ERROR] {"transaction_id": "TX-2026000451", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:45,187 [ERROR] {"transaction_id": "TX-2026000508", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:45,204 [ERROR] {"transaction_id": "TX-2026000541", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:45,220 [ERROR] {"transaction_id": "TX-2026000573", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:45,239 [ERROR] {"transaction_id": "TX-2026000604", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:45,251 [ERROR] {"transaction_id": "TX-2026000614", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:45,252 [ERROR] {"transaction_id": "TX-2026000618", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:45,298 [ERROR] {"transaction_id": "TX-2026000701", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:45,300 [ERROR] {"transaction_id": "TX-2026000705", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:45,311 [ERROR] {"transaction_id": "TX-2026000721", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:45,377 [ERROR] {"transaction_id": "TX-2026000871", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:45,378 [ERROR] {"transaction_id": "TX-2026000872", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:45,430 [ERROR] {"transaction_id": "TX-2026000988", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:45,438 [ERROR] {"transaction_id": "TX-2026001013", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:45,454 [ERROR] {"transaction_id": "TX-2026001057", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:45,464 [ERROR] {"transaction_id": "TX-2026001073", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:45,478 [ERROR] {"transaction_id": "TX-2026001108", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:45,536 [ERROR] {"transaction_id": "TX-2026001246", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:45,583 [ERROR] {"transaction_id": "TX-2026001337", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:45,600 [ERROR] {"transaction_id": "TX-2026001375", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:45,652 [ERROR] {"transaction_id": "TX-2026001497", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:45,671 [ERROR] {"transaction_id": "TX-2026001560", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:45,680 [ERROR] {"transaction_id": "TX-2026001570", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:45,683 [ERROR] {"transaction_id": "TX-2026001578", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:45,688 [ERROR] {"transaction_id": "TX-2026001593", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:45,696 [ERROR] {"transaction_id": "TX-2026001603", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:45,720 [ERROR] {"transaction_id": "TX-2026001671", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:45,734 [ERROR] {"transaction_id": "TX-2026001703", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:45,751 [ERROR] {"transaction_id": "TX-2026001734", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:45,756 [ERROR] {"transaction_id": "TX-2026001742", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:45,768 [ERROR] {"transaction_id": "TX-2026001775", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:45,770 [ERROR] {"transaction_id": "TX-2026001777", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:45,781 [ERROR] {"transaction_id": "TX-2026001803", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:45,794 [ERROR] {"transaction_id": "TX-2026001840", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:45,803 [ERROR] {"transaction_id": "TX-2026001869", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:45,809 [ERROR] {"transaction_id": "TX-2026001881", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:45,826 [ERROR] {"transaction_id": "TX-2026001922", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:45,866 [ERROR] {"transaction_id": "TX-2026002051", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:45,873 [ERROR] {"transaction_id": "TX-2026002074", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:45,899 [ERROR] {"transaction_id": "TX-2026002146", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:45,911 [ERROR] {"transaction_id": "TX-2026002169", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:45,934 [ERROR] {"transaction_id": "TX-2026002230", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:45,936 [ERROR] {"transaction_id": "TX-2026002236", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:45,969 [ERROR] {"transaction_id": "TX-2026002335", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:45,999 [ERROR] {"transaction_id": "TX-2026002436", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:46,001 [ERROR] {"transaction_id": "TX-2026002443", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:46,004 [ERROR] {"transaction_id": "TX-2026002450", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:46,056 [ERROR] {"transaction_id": "TX-2026002578", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:46,247 [ERROR] {"transaction_id": "TX-2026003006", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:46,322 [ERROR] {"transaction_id": "TX-2026003203", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:46,347 [ERROR] {"transaction_id": "TX-2026003254", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:46,367 [ERROR] {"transaction_id": "TX-2026003303", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:46,371 [ERROR] {"transaction_id": "TX-2026003313", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:46,380 [ERROR] {"transaction_id": "TX-2026003317", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:46,400 [ERROR] {"transaction_id": "TX-2026003368", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:46,417 [ERROR] {"transaction_id": "TX-2026003413", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:46,419 [ERROR] {"transaction_id": "TX-2026003416", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:46,463 [ERROR] {"transaction_id": "TX-2026003553", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:46,465 [ERROR] {"transaction_id": "TX-2026003555", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:46,583 [ERROR] {"transaction_id": "TX-2026003675", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:46,605 [ERROR] {"transaction_id": "TX-2026003700", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:46,622 [ERROR] {"transaction_id": "TX-2026003711", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:46,717 [ERROR] {"transaction_id": "TX-2026003803", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:46,786 [ERROR] {"transaction_id": "TX-2026003876", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:46,799 [ERROR] {"transaction_id": "TX-2026003898", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:46,849 [ERROR] {"transaction_id": "TX-2026003990", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:46,862 [ERROR] {"transaction_id": "TX-2026004011", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:46,867 [ERROR] {"transaction_id": "TX-2026004020", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:46,875 [ERROR] {"transaction_id": "TX-2026004039", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:46,901 [ERROR] {"transaction_id": "TX-2026004091", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:46,907 [ERROR] {"transaction_id": "TX-2026004106", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:46,968 [ERROR] {"transaction_id": "TX-2026004262", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:46,989 [ERROR] {"transaction_id": "TX-2026004310", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:47,003 [ERROR] {"transaction_id": "TX-2026004335", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:47,011 [ERROR] {"transaction_id": "TX-2026004354", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:47,058 [ERROR] {"transaction_id": "TX-2026004438", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:47,073 [ERROR] {"transaction_id": "TX-2026004479", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:47,077 [ERROR] {"transaction_id": "TX-2026004488", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:47,158 [ERROR] {"transaction_id": "TX-2026004646", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
2026-07-05 12:24:47,168 [ERROR] {"transaction_id": "TX-2026004679", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:47,183 [ERROR] {"transaction_id": "TX-2026004739", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:47,188 [ERROR] {"transaction_id": "TX-2026004747", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:47,213 [ERROR] {"transaction_id": "TX-2026004836", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:47,223 [ERROR] {"transaction_id": "TX-2026004879", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:47,240 [ERROR] {"transaction_id": "TX-2026004949", "reason": "bad_price", "raw_value": "-99.99"}
2026-07-05 12:24:47,243 [ERROR] {"transaction_id": "TX-2026004958", "reason": "bad_date", "raw_value": "2025-00-99 99:99:99"}
